state,shot_index,I1_mean,Q1_mean,I2_mean,Q2_mean,I1_std,Q1_std,I2_std,Q2_std
vacuum,166,0.00017518015,-0.0005570947,-0.00014151729,6.608982e-05,0.024385964,0.023256844,0.028870912,0.028497739
vacuum,167,0.00059644436,-0.00070863415,-0.0015328819,-0.0014686775,0.02296702,0.023366624,0.027715726,0.028889863
vacuum,168,0.00016673247,-0.00048892834,-0.0017116196,0.0006519303,0.024036162,0.023869012,0.028594136,0.029151343
vacuum,169,0.001498113,-0.00027681055,-0.0014536106,-0.00022619989,0.02401361,0.024190882,0.028433848,0.02920314
vacuum,170,0.00085613725,0.00082472514,-0.0011002558,-0.00063106563,0.024006203,0.023077674,0.029526046,0.027586212
vacuum,171,-1.649058e-05,-0.001221939,-0.0008204397,-9.773212e-05,0.02309576,0.023171714,0.02897712,0.028614316
vacuum,172,0.00063855015,0.00010234449,0.0011862337,-0.0010003331,0.023525381,0.023070946,0.029313095,0.028996741
vacuum,173,0.0008375008,-0.0004502998,-0.0011455719,-0.00021577493,0.023979971,0.023179937,0.028157791,0.028370706
vacuum,174,-0.0005509326,0.0004176353,-0.0001314327,0.0009913554,0.024283633,0.023199894,0.029476741,0.028644525
vacuum,175,0.00066077523,5.2621544e-06,0.0009823537,-0.0005149296,0.024242409,0.023639766,0.029570043,0.027555335
vacuum,176,-0.00013005003,0.00018998035,-0.00090681046,-0.0007422966,0.022934387,0.024101034,0.028084733,0.02824283
vacuum,177,-0.0005665462,0.000813722,-0.0003644907,-0.0008954661,0.023379324,0.023577148,0.029399466,0.02793981
vacuum,178,0.00084235636,0.00033190165,-0.0002764148,0.0006645072,0.023565756,0.023733007,0.028186679,0.029339941
vacuum,179,0.0003666652,-0.0009916932,-0.00095868506,-0.00011406606,0.024126455,0.023819141,0.028151084,0.027816508
vacuum,180,0.00015130303,0.0008004049,-3.56455e-05,-0.0012723083,0.023426905,0.023961129,0.028413163,0.02851191
vacuum,181,0.0009885199,0.0009118273,0.0006156125,0.00087265903,0.024782648,0.02461532,0.029323474,0.028466256
vacuum,182,-0.0009552521,-0.0012666588,8.77913e-05,-0.0016112057,0.023536827,0.023525339,0.027854018,0.028118188
vacuum,183,-0.00088757207,8.075818e-05,-0.00022160466,-0.00020142777,0.024049502,0.023840666,0.028441893,0.028216694
vacuum,184,0.00095117255,-0.00030202436,0.0009310453,0.00023283201,0.023251107,0.023406731,0.028805966,0.0289667
vacuum,185,-0.0006635497,1.3463818e-05,0.00038355766,-0.0002240655,0.023293758,0.0233987,0.029694146,0.029156694
vacuum,186,-0.00012299017,0.000500817,-0.0009084945,-0.0012386302,0.024359725,0.023437528,0.027496193,0.029254032
vacuum,187,-0.0015547425,0.00035432895,-0.00035508463,0.0007552895,0.023437424,0.023372576,0.029358752,0.028272264
vacuum,188,-5.668786e-06,-0.0005725581,0.0008205425,-0.0008124639,0.023897244,0.023587784,0.028662123,0.029299565
vacuum,189,-0.0004414759,-0.0011513948,0.00022209543,0.00036360815,0.023311289,0.023395427,0.029317304,0.028775966
vacuum,190,0.0007913743,0.0013636639,-0.0014647417,-0.0008035553,0.0241728,0.023517506,0.028473675,0.028453046
vacuum,191,-0.0005224203,5.267188e-05,0.0008684273,0.0019440108,0.023170143,0.02425363,0.028942963,0.02768724
vacuum,192,-4.5249384e-05,-0.0005585798,0.00043298438,-0.0003192947,0.024112083,0.02382252,0.027633073,0.0282677
vacuum,193,-0.00013105059,0.00065506436,-0.0011095797,-9.131976e-05,0.023551805,0.02399981,0.028538508,0.02970833
vacuum,194,-0.00083320553,-0.00046098753,0.000646289,0.001109679,0.023158163,0.02378474,0.027860353,0.029099954
vacuum,195,-0.00059047644,0.00087259617,-0.00041934216,0.0013367061,0.02260941,0.023254218,0.028367575,0.028849604
vacuum,196,0.0009729194,0.00038316858,-0.0010731488,0.0007731887,0.024432875,0.023717579,0.027912226,0.029520914
vacuum,197,-5.8446574e-05,-0.0011315327,-0.00051464775,0.0002098363,0.024459919,0.02387246,0.029516088,0.028982818
vacuum,198,-0.00030985434,-0.00073461345,0.0009020176,0.0005762385,0.023621386,0.022808598,0.029551985,0.029248163
vacuum,199,-0.0014604672,-0.0004935991,0.0006959685,0.00013544923,0.024560573,0.02387121,0.028735312,0.028951487
vacuum,200,0.0001571214,-0.0008318689,0.00055452855,0.00012651755,0.024120674,0.023683842,0.029027443,0.028379211
vacuum,201,-0.00040599197,7.469565e-05,0.0004254493,0.00022820206,0.023698565,0.023291523,0.027778087,0.029106205
vacuum,202,-0.00015499922,6.8821624e-05,0.00032137765,0.0013261657,0.023879575,0.023838745,0.028865278,0.02834109
vacuum,203,0.00039856613,0.00029525108,-0.00041292448,0.0005441526,0.023822188,0.023679964,0.029473245,0.02898693
vacuum,204,-0.0010149624,-0.0007822296,6.164692e-05,0.0006175672,0.023918856,0.02393289,0.027442668,0.02820947
vacuum,205,-0.0013084523,0.00014993944,-0.00030680752,-0.00027867698,0.023643432,0.023036618,0.029292481,0.029614266
vacuum,206,0.00033054955,-0.0010933755,0.0002870818,0.00040075113,0.023373773,0.022879144,0.028705826,0.029188463
vacuum,207,-0.0007086338,-0.002165298,4.847732e-05,0.0010806078,0.023328185,0.024494052,0.028270932,0.027774435
vacuum,208,0.0006965698,0.0014401315,-0.000987175,0.00063395436,0.024889538,0.023481874,0.028925143,0.02868461
vacuum,209,-0.0004891641,8.2690385e-05,-0.00036216195,0.00025523256,0.023843277,0.024355879,0.028594008,0.027867252
vacuum,210,0.00041424914,-0.00010364686,-0.00016851546,-0.0002841808,0.024850937,0.023620585,0.027636588,0.027250715
vacuum,211,0.00040575495,-0.0005100009,0.00044286932,-0.00028993704,0.024349215,0.024213264,0.028236754,0.027982477
vacuum,212,-0.0007455045,0.0006614061,-0.00047229364,-0.000926268,0.02394624,0.023506656,0.02812779,0.029895408
vacuum,213,0.00023555073,-0.0011999165,0.0010591317,0.0006345931,0.024719378,0.024049364,0.029242305,0.02720568
vacuum,214,-0.00058167777,0.0010045434,-3.4502737e-05,-0.0011247771,0.024496468,0.023132114,0.02939789,0.02765127
vacuum,215,0.0004846702,-0.0015092073,0.00014122258,-0.00016950589,0.022373494,0.023968956,0.028047249,0.02858759
vacuum,216,-0.00013863354,-0.00038910034,-1.8178253e-07,0.0012341419,0.024114514,0.024088455,0.028628483,0.028037934
vacuum,217,0.00016758009,0.0008646323,-0.000665713,0.00021153089,0.02441915,0.023339896,0.0290084,0.029185578
vacuum,218,0.0003263537,-0.00022657932,0.00029291178,0.0011081052,0.023153119,0.023426311,0.02851578,0.028950147
vacuum,219,0.002098692,0.001039214,0.00022401399,0.0018496317,0.024290234,0.023935411,0.02790746,0.028623734
vacuum,220,0.00013894303,-0.0015969352,-0.0013591789,-0.00045639463,0.024182105,0.024196472,0.02885797,0.028919397
vacuum,221,0.0010462805,0.00030917348,0.00056912564,0.0009551854,0.023833707,0.023839058,0.029308155,0.028365713
vacuum,222,0.0014814002,0.00083709194,0.00039042073,-0.0011257585,0.024469208,0.023857186,0.028427532,0.029153625
