state,time_s,I1_mean,Q1_mean,I2_mean,Q2_mean
vacuum,1.06e-06,0.0005322056,-7.422337e-05,0.0005320534,-0.0002467818
vacuum,1.062e-06,4.1937077e-05,-0.0012114681,-0.00090697623,-0.00020655907
vacuum,1.064e-06,-0.00048605772,-0.000441745,0.00049789535,-2.9663814e-05
vacuum,1.066e-06,7.875459e-05,-0.0009338415,-9.19932e-05,-0.0006966223
vacuum,1.068e-06,0.00018780956,-0.00015069955,0.00012053367,0.00042043935
vacuum,1.07e-06,0.00043483966,0.0010426075,-0.0007975628,0.0009558101
vacuum,1.072e-06,0.00050955167,-0.0003790829,-0.0007867305,0.0005523622
vacuum,1.074e-06,0.00019386948,0.00010672109,0.0013120993,-0.00012588936
vacuum,1.076e-06,5.8300233e-05,0.0004389768,5.1726856e-05,-2.1282289e-05
vacuum,1.078e-06,0.00045464805,-0.00042653928,0.0010642514,5.7981273e-05
vacuum,1.08e-06,0.00040825538,-0.0003029125,-0.00076172414,0.000160929
vacuum,1.082e-06,0.00031927618,4.1019728e-05,0.00013473332,0.00015944112
vacuum,1.084e-06,0.00027903073,-0.00023620673,0.00033042088,0.00025298225
vacuum,1.086e-06,-0.0002926852,-0.00013316859,0.0003724058,-0.0010941818
vacuum,1.088e-06,-0.00046593117,0.001339135,-0.00032825148,0.00096139696
vacuum,1.09e-06,-0.00044340512,-0.0001670355,5.806817e-05,-0.0004149225
vacuum,1.092e-06,0.00029114055,0.0009017847,0.00045476505,0.00062986487
vacuum,1.094e-06,-8.0261445e-05,9.4232666e-05,-4.0266505e-06,-0.000108382585
vacuum,1.096e-06,-0.0014540642,-0.00035979194,5.875453e-06,-0.0001748588
vacuum,1.098e-06,0.00049767,0.00014158044,-0.00018346283,-0.000421925
vacuum,1.1e-06,-0.00035538166,-0.00037405186,0.00044918954,0.00048491912
vacuum,1.102e-06,-0.0004992334,-0.00036511323,-0.00021036263,-0.0007368784
vacuum,1.104e-06,-3.724329e-05,-0.0003180054,0.00011427174,-0.000211225
vacuum,1.106e-06,5.0845414e-05,0.0008203024,-1.3169352e-05,-0.00087615155
vacuum,1.108e-06,0.0008074021,0.0004895621,0.00031772215,-0.00028392102
vacuum,1.11e-06,-6.866683e-05,-0.0002086546,0.0002839499,0.0007907511
